protein_id,refseq_product
WP_010995936.1,hormogonium polysaccharide biosynthesis glycosyltransferase HpsE
WP_010995937.1,pilus assembly FimT family protein
WP_010995938.1,hormogonium polysaccharide secretion pseudopilin HpsC
WP_010995939.1,hormogonium polysaccharide secretion pseudopilin HpsB
WP_010995940.1,hormogonium polysaccharide biosynthesis protein HpsA
WP_010995942.1,exodeoxyribonuclease VII large subunit
WP_010995943.1,hypothetical protein
WP_010995944.1,glycoside hydrolase family 10 protein
WP_010995946.1,hypothetical protein
WP_010995947.1,cyanophycin synthetase
WP_010995948.1,cobalt-precorrin-6A reductase
WP_010995949.1,DUF1636 domain-containing protein
WP_010995950.1,vWA domain-containing protein
WP_010995951.1,DUF4360 domain-containing protein
WP_010995952.1,ribokinase
WP_010995953.1,dynamin-like GTPase family protein
WP_010995954.1,glycoside hydrolase family 15 protein
WP_010995955.1,exopolysaccharide biosynthesis protein
WP_010995956.1,hydroxysqualene dehydroxylase
WP_010995957.1,hypothetical protein
WP_010995960.1,GDSL-type esterase/lipase family protein
WP_010995962.1,hypothetical protein
WP_010995963.1,nitrate/nitrite transporter NrtS
WP_010995964.1,YraN family protein
WP_010995966.1,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
WP_010995970.1,TrkH family potassium uptake protein
WP_010995971.1,methyltransferase domain-containing protein
WP_010995972.1,PAS domain-containing hybrid sensor histidine kinase/response regulator
WP_010995974.1,RDD family protein
WP_010995975.1,glycerophosphoryl diester phosphodiesterase membrane domain-containing protein
WP_010995976.1,stage II sporulation protein M
WP_010995977.1,Hsp20/alpha crystallin family protein
WP_010995978.1,hypothetical protein
WP_010995979.1,glycerol kinase GlpK
WP_010995982.1,hypothetical protein
WP_010995987.1,fasciclin domain-containing protein
WP_010995988.1,CHAT domain-containing protein
WP_010995989.1,Uma2 family endonuclease
WP_010995991.1,ABC transporter ATP-binding protein
WP_010995992.1,type II toxin-antitoxin system HicA family toxin
WP_010995993.1,type II toxin-antitoxin system HicB family antitoxin
WP_010995994.1,GUN4 domain-containing protein
WP_010995995.1,NADP-dependent isocitrate dehydrogenase
WP_010995996.1,hypothetical protein
WP_010995997.1,hypothetical protein
WP_010995998.1,hypothetical protein
WP_010995999.1,beta-N-acetylhexosaminidase
WP_010996000.1,15-cis-phytoene desaturase
WP_010996001.1,15-cis-phytoene synthase CrtB
WP_010996002.1,ABC transporter substrate-binding protein
WP_010996003.1,hypothetical protein
WP_010996005.1,Na(+)/H(+) antiporter subunit B
WP_010996007.1,monovalent cation/H(+) antiporter subunit G
WP_010996008.1,hypothetical protein
WP_010996009.1,Na+/H+ antiporter subunit E
WP_010996010.1,cation:proton antiporter
WP_010996011.1,cation:proton antiporter subunit C
WP_010996014.1,hybrid sensor histidine kinase/response regulator
WP_010996015.1,chemotaxis protein CheB
WP_010996016.1,CheR family methyltransferase
WP_010996018.1,phosphoketolase family protein
WP_010996022.1,hypothetical protein
WP_010996023.1,hypothetical protein
WP_010996024.1,hypothetical protein
WP_010996025.1,peptidoglycan-binding domain-containing protein
WP_010996026.1,M23 family metallopeptidase
WP_010996027.1,isocitrate lyase/PEP mutase family protein
WP_010996030.1,thioredoxin
WP_010996031.1,ArsR/SmtB family transcription factor
WP_010996033.1,CHASE2 domain-containing protein
WP_010996034.1,VOC family protein
WP_010996035.1,DUF1257 domain-containing protein
WP_010996036.1,stress-responsive protein Ycf46
WP_010996037.1,hypothetical protein
WP_010996038.1,hypothetical protein
WP_010996040.1,YegS/Rv2252/BmrU family lipid kinase
WP_010996043.1,glycogen synthase GlgA
WP_010996044.1,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
WP_010996045.1,CAP domain-containing protein
WP_010996046.1,CAP domain-containing protein
WP_010996047.1,response regulator
WP_010996048.1,SDR family oxidoreductase
WP_010996051.1,acyltransferase family protein
WP_010996053.1,Uma2 family endonuclease
WP_010996054.1,phosphoglycerate dehydrogenase
WP_010996055.1,50S ribosomal protein L11 methyltransferase
WP_010996056.1,DUF433 domain-containing protein
WP_010996057.1,thioredoxin
WP_010996058.1,3-oxoacyl-[acyl-carrier-protein] reductase
WP_010996059.1,MraY family glycosyltransferase
WP_010996060.1,chaperonin GroEL
WP_010996061.1,heme oxygenase (biliverdin-producing)
WP_010996065.1,RNA 3'-terminal phosphate cyclase
WP_010996066.1,hypothetical protein
WP_010996067.1,HEAT repeat domain-containing protein
WP_010996068.1,GAF domain-containing protein
WP_010996070.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_010996071.1,hypothetical protein
WP_010996072.1,hypothetical protein
WP_010996073.1,bifunctional sterol desaturase/short chain dehydrogenase
WP_010996074.1,hypothetical protein
WP_010996076.1,dihydroorotate dehydrogenase-like protein
WP_010996077.1,ATP-dependent 6-phosphofructokinase
WP_010996080.1,ABC transporter substrate-binding protein
WP_010996081.1,hypothetical protein
WP_010996082.1,hypothetical protein
WP_010996083.1,serine/threonine protein kinase
WP_010996084.1,class I SAM-dependent methyltransferase
WP_010996085.1,biotin synthase BioB
WP_010996086.1,cytochrome b6-f complex subunit PetL
WP_010996087.1,Uma2 family endonuclease
WP_010996088.1,3-dehydroquinate synthase
WP_010996089.1,peptidylprolyl isomerase
WP_010996090.1,helix-turn-helix domain-containing protein
WP_010996091.1,ABC transporter transmembrane domain-containing protein
WP_010996092.1,HlyD family efflux transporter periplasmic adaptor subunit
WP_010996094.1,HetP family heterocyst commitment protein
WP_010996095.1,T3SS effector HopA1 family protein
WP_010996096.1,phosphotransferase family protein
WP_010996097.1,hypothetical protein
WP_010996098.1,hypothetical protein
WP_010996099.1,hypothetical protein
WP_010996100.1,hypothetical protein
WP_010996101.1,hypothetical protein
WP_010996102.1,hypothetical protein
WP_010996104.1,M16 family metallopeptidase
WP_010996107.1,DUF4332 domain-containing protein
WP_010996108.1,PhzF family phenazine biosynthesis protein
WP_010996109.1,hypothetical protein
WP_010996110.1,aminopeptidase P family protein
WP_010996111.1,urea ABC transporter ATP-binding subunit UrtE
WP_010996112.1,urea ABC transporter ATP-binding protein UrtD
WP_010996113.1,urea ABC transporter permease subunit UrtC
WP_010996114.1,ABC transporter permease subunit
WP_010996115.1,urea ABC transporter substrate-binding protein
WP_010996116.1,signal recognition particle protein
WP_010996117.1,30S ribosomal protein S16
WP_010996119.1,30S ribosomal protein S21
WP_010996120.1,PhoH family protein
WP_010996122.1,toll/interleukin-1 receptor domain-containing protein
WP_010996123.1,DUF6816 family protein
WP_010996124.1,YbjN domain-containing protein
WP_010996126.1,DUF3288 family protein
WP_010996127.1,ATP-dependent Clp protease ATP-binding subunit
WP_010996129.1,ATP phosphoribosyltransferase
WP_010996130.1,GAF domain-containing protein
WP_010996132.1,hybrid sensor histidine kinase/response regulator
WP_010996136.1,hypothetical protein
WP_010996137.1,hypothetical protein
WP_010996138.1,helix-turn-helix domain-containing protein
WP_010996139.1,ImmA/IrrE family metallo-endopeptidase
WP_010996140.1,ABC transporter ATP-binding protein
WP_010996141.1,hypothetical protein
WP_010996142.1,glycosyltransferase family 2 protein
WP_010996143.1,sucrase ferredoxin
WP_010996146.1,DUF4079 domain-containing protein
WP_010996147.1,glycine--tRNA ligase subunit alpha
WP_010996148.1,hypothetical protein
WP_010996149.1,class I SAM-dependent methyltransferase
WP_010996150.1,single-stranded-DNA-specific exonuclease RecJ
WP_010996151.1,GNAT family N-acetyltransferase
WP_010996152.1,PD-(D/E)XK nuclease family protein
WP_010996155.1,hypothetical protein
WP_010996156.1,phosphoribosyltransferase
WP_010996157.1,DUF2267 domain-containing protein
WP_010996158.1,Na+-translocating NADH-quinone reductase subunit B
WP_010996159.1,DUF2330 domain-containing protein
WP_010996160.1,hypothetical protein
WP_010996161.1,MarC family protein
WP_010996162.1,carbon-nitrogen hydrolase family protein
WP_010996163.1,HMA2 domain-containing protein
WP_010996164.1,DUF5132 domain-containing protein
WP_010996165.1,heavy metal translocating P-type ATPase
WP_010996167.1,hypothetical protein
WP_010996168.1,peptide deformylase
WP_010996169.1,HhoA/HhoB/HtrA family serine endopeptidase
WP_010996171.1,DNA polymerase III subunit beta
WP_010996172.1,ABC transporter permease
WP_010996174.1,class I SAM-dependent methyltransferase
WP_010996175.1,DUF3531 family protein
WP_010996176.1,NUDIX hydrolase
WP_010996177.1,DUF6679 family protein
WP_010996180.1,hypothetical protein
WP_010996181.1,NHLP bacteriocin export ABC transporter permease/ATPase subunit
WP_010996184.1,RiPP maturation radical SAM C-methyltransferase
WP_010996185.1,NHLP leader peptide family RiPP precursor
WP_010996186.1,type 2 lanthipeptide synthetase LanM family protein
WP_010996187.1,NHLP leader peptide family RiPP precursor
WP_010996188.1,NHLP leader peptide family RiPP precursor
WP_010996189.1,hypothetical protein
WP_010996190.1,nif11-class peptide radical SAM maturase 3
WP_010996192.1,cyclic nucleotide-binding domain-containing protein
WP_010996193.1,DUF7005 family protein
WP_010996194.1,MinD/ParA family ATP-binding protein
WP_010996195.1,cache domain-containing protein
WP_010996198.1,glycosyltransferase family 4 protein
WP_010996199.1,SMP-30/gluconolactonase/LRE family protein
WP_010996200.1,DOMON-like domain-containing protein
WP_010996201.1,phosphotransferase enzyme family protein
WP_010996202.1,helix-turn-helix domain-containing protein
WP_010996204.1,tubulin-like doman-containing protein
WP_010996205.1,hypothetical protein
WP_010996206.1,thioesterase II family protein
WP_010996207.1,cation:proton antiporter
WP_010996208.1,Hfq-related RNA-binding protein
WP_010996209.1,diaminopimelate epimerase
WP_010996210.1,response regulator
WP_010996211.1,alpha/beta hydrolase
WP_010996215.1,aldo/keto reductase
WP_010996216.1,hypothetical protein
WP_010996217.1,alpha/beta fold hydrolase
WP_010996218.1,shikimate dehydrogenase
WP_010996219.1,alpha/beta fold hydrolase
WP_010996220.1,hypothetical protein
WP_010996222.1,YggT family protein
WP_010996223.1,hypothetical protein
WP_010996224.1,uracil phosphoribosyltransferase
WP_010996225.1,carotenoid isomerase
WP_010996226.1,alpha/beta fold hydrolase
WP_010996227.1,DUF4112 domain-containing protein
WP_010996228.1,YihY/virulence factor BrkB family protein
WP_010996229.1,hypothetical protein
WP_010996230.1,threonine synthase
WP_010996231.1,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
WP_010996233.1,recombinase family protein
WP_010996234.1,ArnT family glycosyltransferase
WP_010996235.1,hypothetical protein
WP_010996238.1,AbrB family transcriptional regulator
WP_010996239.1,Rrf2 family transcriptional regulator
WP_010996240.1,adenosylcobinamide-phosphate synthase CbiB
WP_010996241.1,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
WP_010996242.1,PrsW family intramembrane metalloprotease
WP_010996243.1,class I SAM-dependent methyltransferase
WP_010996244.1,DUF3352 domain-containing protein
WP_010996245.1,RNA recognition motif domain-containing protein
WP_010996246.1,polyphosphate kinase 2 family protein
WP_010996247.1,hypothetical protein
WP_010996248.1,DUF1565 domain-containing protein
WP_010996249.1,carboxylating nicotinate-nucleotide diphosphorylase
WP_010996250.1,histidinol-phosphate transaminase
WP_010996251.1,DUF6671 family protein
WP_010996252.1,hybrid sensor histidine kinase/response regulator
WP_010996254.1,alternative oxidase
WP_010996255.1,Rieske 2Fe-2S domain-containing protein
WP_010996256.1,sulfite exporter TauE/SafE family protein
WP_010996257.1,hypothetical protein
WP_010996258.1,type II toxin-antitoxin system RelE family toxin
WP_010996259.1,type II toxin-antitoxin system Phd/YefM family antitoxin
WP_010996261.1,Uma2 family endonuclease
WP_010996262.1,B12-binding domain-containing radical SAM protein
WP_010996263.1,FMN-dependent NADH-azoreductase
WP_010996264.1,winged helix-turn-helix transcriptional regulator
WP_010996265.1,"salt stress protein, Slr1339 family"
WP_010996266.1,vWA domain-containing protein
WP_010996268.1,vWA domain-containing protein
WP_010996269.1,potassium channel family protein
WP_010996270.1,DUF3124 domain-containing protein
WP_010996271.1,cation:proton antiporter
WP_010996272.1,site-2 protease family protein
WP_010996273.1,Rpn family recombination-promoting nuclease/putative transposase
WP_010996274.1,glycoside hydrolase family 10 protein
WP_010996275.1,hypothetical protein
WP_010996276.1,FeoB small GTPase domain-containing protein
WP_010996277.1,ferrous iron transporter B
WP_010996278.1,FeoA family protein
WP_010996279.1,methyltransferase domain-containing protein
WP_010996280.1,cysteine hydrolase family protein
WP_010996281.1,PAS domain-containing sensor histidine kinase
WP_010996282.1,caspase family protein
WP_010996285.1,radical SAM/SPASM domain-containing protein
WP_010996286.1,hypothetical protein
WP_010996287.1,NACHT domain-containing protein
WP_010996288.1,alr0857 family protein
WP_010996289.1,hypothetical protein
WP_010996290.1,ARPP-2 domain-containing protein
WP_010996291.1,P-II family nitrogen regulator
WP_010996292.1,sodium-dependent bicarbonate transport family permease
WP_010996296.1,response regulator
WP_010996297.1,hypothetical protein
WP_010996298.1,DsbA family protein
WP_010996299.1,CPBP family intramembrane glutamic endopeptidase
WP_010996300.1,SDR family oxidoreductase
WP_010996301.1,CPBP family intramembrane glutamic endopeptidase
WP_010996304.1,ABC transporter ATP-binding protein
WP_010996307.1,helix-turn-helix transcriptional regulator
WP_010996309.1,hypothetical protein
WP_010996310.1,transposase
WP_010996312.1,class I SAM-dependent methyltransferase
WP_010996316.1,TonB-dependent siderophore receptor
WP_010996319.1,hybrid sensor histidine kinase/response regulator
WP_010996320.1,methyl-accepting chemotaxis protein
WP_010996321.1,chemotaxis protein CheW
WP_010996322.1,response regulator transcription factor
WP_010996323.1,response regulator
WP_010996325.1,IS200/IS605 family transposase
WP_010996326.1,RNA-guided endonuclease InsQ/TnpB family protein
WP_010996327.1,peptidoglycan-binding domain-containing protein
WP_010996328.1,CHAT domain-containing protein
WP_010996331.1,DUF5615 family PIN-like protein
WP_010996332.1,AraC family transcriptional regulator
WP_010996333.1,TonB-dependent siderophore receptor
WP_010996334.1,iron-siderophore ABC transporter substrate-binding protein
WP_010996335.1,Rpn family recombination-promoting nuclease/putative transposase
WP_010996336.1,helix-turn-helix transcriptional regulator
WP_010996340.1,type II toxin-antitoxin system Phd/YefM family antitoxin
WP_010996341.1,DUF2887 domain-containing protein
WP_010996342.1,helix-turn-helix transcriptional regulator
WP_010996343.1,TonB-dependent receptor
WP_010996345.1,sucrase ferredoxin
WP_010996346.1,MFS transporter
WP_010996347.1,helix-turn-helix transcriptional regulator
WP_010996348.1,alpha-amylase
WP_010996349.1,polyphosphate kinase 2
WP_010996350.1,anti-sigma factor
WP_010996351.1,sigma-70 family RNA polymerase sigma factor
WP_010996352.1,hypothetical protein
WP_010996353.1,BrnT family toxin
WP_010996354.1,type II toxin-antitoxin system VapC family toxin
WP_010996355.1,type II toxin-antitoxin system VapB family antitoxin
WP_010996356.1,hypothetical protein
WP_010996358.1,TIR domain-containing protein
WP_010996359.1,TlpA family protein disulfide reductase
WP_010996360.1,TlpA family protein disulfide reductase
WP_010996361.1,cytochrome c biogenesis CcdA family protein
WP_010996362.1,thioredoxin-disulfide reductase
WP_010996363.1,thioredoxin family protein
