old_locus_tag,protein_id
alr7582,WP_010993910.1
all7583,WP_010993911.1
all7584,WP_010993912.1
alr7586,WP_010993914.1
alr7587,WP_044520278.1
all7588,WP_010993916.1
all7589,WP_010993917.1
all7590,WP_010993918.1
asl7591,WP_010993919.1
all7592,WP_010993920.1
all7594,WP_010993922.1
all7597,WP_010993925.1
all7598,WP_010993926.1
all7600,WP_010993928.1
all7601,WP_010993929.1
all7602,WP_010993930.1
alr7604,WP_010993932.1
all7605,WP_010993933.1
all7606,WP_010993934.1
all7607,WP_231865444.1
all7608,WP_010993936.1
all7609,WP_010993937.1
all7610,WP_010993938.1
all7611,WP_010993939.1
alr7612,WP_044520244.1
alr7613,WP_010993941.1
all7614,WP_010993942.1
all7615,WP_010993943.1
all7616,WP_010993944.1
all7618,WP_010993946.1
all7619,WP_010993947.1
alr7620,WP_044520281.1
all7621,WP_010993949.1
alr7622,WP_044520284.1
all7623,WP_010993951.1
all7625,WP_010993953.1
all7626,WP_044520248.1
all7627,WP_010993955.1
alr7628,WP_168370990.1
all7629,WP_010993957.1
all7631,WP_010993959.1
all7632,WP_010993960.1
all7633,WP_010993961.1
alr7635,WP_010993963.1
alr7636,WP_010993964.1
alr7637,WP_010993965.1
asr7638,WP_010993966.1
asr7639,WP_010993967.1
alr7640,WP_010993968.1
asl7641,WP_010993969.1
alr7643,WP_010993971.1
all7644,WP_010993972.1
all7645,WP_010993973.1
alr7646,WP_010993974.1
alr7647,WP_231865445.1
all7648,WP_010993976.1
alr7649,WP_010993977.1
alr7650,WP_010993978.1
alr7652,WP_010993980.1
all7653,WP_010993981.1
all7654,WP_010993982.1
all7655,WP_010993983.1
alr7656,WP_010993984.1
asr7657,WP_231865446.1
all7658,WP_010993986.1
all7659,WP_010993987.1
all7660,WP_010993988.1
alr7661,WP_010993989.1
all7662,WP_010993990.1
all7663,WP_044520258.1
all7664,WP_010993992.1
all7665,WP_044520259.1
all7666,WP_010993994.1
alr7667,WP_010993995.1
all7668,WP_096637318.1
alr7670,WP_044520260.1
all7671,WP_010993999.1
all7672,WP_010994000.1
all7673,WP_010994001.1
all7674,WP_010994002.1
all7675,WP_010994003.1
all7676,WP_010994004.1
asl7677,WP_010994005.1
asl7678,WP_010994006.1
all7679,WP_010994007.1
all7680,WP_010994008.1
all7682,WP_096637327.1
asl7683,WP_010994011.1
alr7684,WP_010994012.1
alr7685,WP_010994013.1
all7686,WP_044520263.1
all8503,WP_010999497.1
pCC7120deltap01,WP_044520365.1
asl8506,WP_010999500.1
all8507,WP_010999501.1
all8508,WP_010999502.1
alr8509,WP_010999503.1
all8511,WP_323790842.1
asr8513,WP_010999507.1
asl8515,WP_010999509.1
all8516,WP_010999510.1
alr8518,WP_010999512.1
all8519,WP_010999513.1
all8520,WP_010999514.1
asl8521,WP_231865453.1
alr8522,WP_010999516.1
asr8523,WP_231865454.1
asr8524,WP_010999518.1
asr8525,WP_010999519.1
alr8527,WP_126987450.1
alr8528,WP_010999522.1
alr8529,WP_010999523.1
alr8531,WP_010999525.1
alr8532,WP_010999526.1
alr8534,WP_010999528.1
alr8535,WP_010999529.1
asl8537,WP_010999531.1
all8538,WP_010999532.1
asl8539,WP_010999533.1
all8540,WP_010999534.1
asr8541,WP_010999535.1
alr8542,WP_010999536.1
alr8543,WP_010999537.1
all8544,WP_010999538.1
all8545,WP_010999539.1
alr8546,WP_010999540.1
all8547,WP_010999541.1
all8548,WP_010999542.1
asl8549,WP_010999543.1
asl8550,WP_010999544.1
all8551,WP_010999545.1
all8552,WP_010999546.1
all8553,WP_010999547.1
all8554,WP_044520386.1
alr8555,WP_010999549.1
alr8556,WP_010999550.1
alr8557,WP_010999551.1
all8558,WP_010999552.1
alr8560,WP_044520402.1
asl8561,WP_010999555.1
alr8562,WP_010999556.1
alr8563,WP_044520390.1
all8564,WP_010999558.1
alr9001,WP_010994148.1
all9002,WP_010994149.1
all9003,WP_010994150.1
alr9005,WP_010994152.1
asr9007,WP_010994154.1
asr9008,WP_010994155.1
alr9010,WP_010994157.1
alr9011,WP_010994158.1
alr9012,WP_010994159.1
alr9013,WP_010994160.1
alr9014,WP_010994161.1
alr9015,WP_010994162.1
alr9016,WP_010994163.1
alr9017,WP_010994164.1
alr9018,WP_010994165.1
all9019,WP_010994166.1
asl9021,WP_010994168.1
asl9022,WP_010994169.1
all9023,WP_010994170.1
alr9024,WP_010994171.1
alr9025,WP_044520416.1
alr9026,WP_010994173.1
alr9027,WP_010994174.1
asr9028,WP_010994175.1
alr9029,WP_010994176.1
all9030,WP_010994177.1
all9031,WP_010994178.1
alr8001,WP_010994059.1
all8002,WP_010994060.1
all8003,WP_010994061.1
all8004,WP_010994062.1
alr8005,WP_010994063.1
alr8006,WP_010994064.1
alr8007,WP_010994065.1
all8010,WP_010994068.1
all8013,WP_010994071.1
alr8014,WP_010994072.1
alr8015,WP_010994073.1
alr8016,WP_010994074.1
alr8017,WP_010994075.1
alr8019,WP_010994077.1
all8020,WP_010994078.1
all8024,WP_044520323.1
alr8025,WP_010994083.1
all8026,WP_010994084.1
asl8027,WP_010994085.1
asl8028,WP_010994086.1
alr8029,WP_010994087.1
all8030,WP_010994088.1
all8032,WP_010994090.1
alr8033,WP_010994091.1
alr8034,WP_010994092.1
all8035,WP_044520325.1
all8036,WP_010994094.1
all8037,WP_010994095.1
all8038,WP_084789059.1
all8039,WP_010994097.1
all8040,WP_010994098.1
all8043,WP_044520329.1
all8045,WP_010994103.1
all8046,WP_010994104.1
all8047,WP_010994105.1
all8048,WP_044520331.1
asl8050,WP_126987717.1
alr8051,WP_010994109.1
alr8052,WP_010994110.1
asr8054,WP_010994112.1
alr8056,WP_010994114.1
asr8057,WP_010994115.1
alr8058,WP_010994116.1
alr8060,WP_149028796.1
alr8061,WP_010994119.1
all8062,WP_044520336.1
alr8066,WP_010994124.1
all8067,WP_010994125.1
all8068,WP_010994126.1
all8069,WP_084789056.1
all8070,WP_010994127.1
alr8071,WP_010994128.1
alr8073,WP_010994130.1
alr8074,WP_010994131.1
all8076,WP_010994133.1
alr8077,WP_010994134.1
all8078,WP_010994135.1
all8079,WP_010994136.1
all8080,WP_010994137.1
asl8081,WP_231865449.1
asr8082,WP_010994139.1
all8083,WP_010994140.1
all8086,WP_010994143.1
all8087,WP_010994144.1
all8088,WP_010994145.1
all8089,WP_010994146.1
all8090,WP_010994147.1
asr9501,WP_010994016.1
asl9502,WP_010994017.1
asr9503,WP_010994018.1
alr9504,WP_010994019.1
alr9505,WP_010994020.1
