protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed
WP_011244520.1,WP_010999633.1,Synpcc7942_1885,alr7073,RBH,True
WP_011377546.1,WP_010996999.1,Synpcc7942_0363,asl2848,RBH,True
WP_011244482.1,WP_010997432.1,Synpcc7942_1922,alr3281,RBH,True
WP_011243793.1,WP_010995073.1,Synpcc7942_0014,all0899,RBH,True
WP_011242656.1,WP_010994349.1,Synpcc7942_1208,all0172,RBH,True
WP_011242829.1,WP_010995432.1,Synpcc7942_1029,alr1260,RBH,True
WP_011243358.1,WP_044521062.1,Synpcc7942_0472,asl1773,RBH,True
WP_011244276.1,WP_010994990.1,Synpcc7942_2126,alr0816,RBH,True
WP_011244409.1,WP_010994690.1,Synpcc7942_1997,asl0514,RBH,True
WP_011244439.1,WP_010997746.1,Synpcc7942_1966,asl3597,RBH,True
WP_173282512.1,WP_010994285.1,Synpcc7942_1249,asl0108,RBH,True
WP_231621395.1,WP_010996208.1,Synpcc7942_1926,asl2047,RBH,True
WP_011243906.1,WP_006276978.1,Synpcc7942_2510,asl4195,RBH,True
WP_231621327.1,WP_010998647.1,Synpcc7942_0867,alr4514,RBH,True
WP_011243236.1,WP_044522434.1,Synpcc7942_0599,alr4992,RBH,True
WP_011377819.1,WP_010997023.1,Synpcc7942_0995,alr2872,RBH,True
WP_011243258.1,WP_010997667.1,Synpcc7942_0577,asl3517,RBH,True
WP_011244612.1,WP_010998672.1,Synpcc7942_1791,all4539,RBH,True
WP_011244696.1,WP_010995449.1,Synpcc7942_1705,asr1277,RBH,True
WP_011378244.1,WP_010995486.1,Synpcc7942_1936,asr1314,RBH,True
WP_011242657.1,WP_010994348.1,Synpcc7942_1207,asl0171,RBH,True
WP_039755541.1,WP_010998196.1,Synpcc7942_2476,alr4056,RBH,True
WP_011242436.1,WP_010995306.1,Synpcc7942_1434,alr1133,RBH,True
WP_011242536.1,WP_010998300.1,Synpcc7942_1332,alr4161,RBH,True
WP_011377915.1,WP_197535804.1,Synpcc7942_1201,all0042,RBH,True
WP_011243469.1,WP_010994239.1,Synpcc7942_0356,asr0062,RBH,True
WP_011377936.1,WP_010998596.1,Synpcc7942_1252,all4463,RBH,True
WP_011244147.1,WP_010999653.1,Synpcc7942_2261,alr7093,RBH,True
WP_011244739.1,WP_044521105.1,Synpcc7942_1659,all1864,RBH,True
WP_011243834.1,WP_010996953.1,Synpcc7942_2586,alr2802,RBH,True
WP_011242952.1,WP_010996485.1,Synpcc7942_0900,asl2329,RBH,True
WP_011377541.1,WP_190449595.1,Synpcc7942_0342,all2267,RBH,True
WP_011244320.1,WP_010996161.1,Synpcc7942_2083,all2000,RBH,True
WP_011242396.1,WP_044522546.1,Synpcc7942_1625,all5195,RBH,True
WP_011243348.1,WP_010994892.1,Synpcc7942_0483,alr0717,RBH,True
WP_011243601.1,WP_010995021.1,Synpcc7942_0224,asr0847,RBH,True
WP_011244583.1,WP_010994730.1,Synpcc7942_1821,alr0554,RBH,True
WP_011243449.1,WP_010998154.1,Synpcc7942_0377,asl4014,RBH,True
WP_011242982.1,WP_010995992.1,Synpcc7942_0870,asl1824,RBH,True
WP_199290676.1,WP_010998455.1,Synpcc7942_0153,asl4317,RBH,True
WP_011244389.1,WP_010995115.1,Synpcc7942_2016,asr0941,RBH,True
WP_011243778.1,WP_010996149.1,Synpcc7942_0029,all1988,RBH,True
WP_011055152.1,WP_126987386.1,Synpcc7942_B2654,all1508,RBH,True
WP_011243602.1,WP_010994656.1,Synpcc7942_0222,alr0480,RBH,True
WP_011378050.1,WP_010995538.1,Synpcc7942_1479,asr1366,RBH,True
WP_011377685.1,WP_044522158.1,Synpcc7942_0691,alr4326,RBH,True
WP_011377708.1,WP_010996581.1,Synpcc7942_0755,all2425,RBH,True
WP_011244232.1,WP_010995582.1,Synpcc7942_2173,alr1410,RBH,True
WP_231621375.1,WP_010999224.1,Synpcc7942_2593,all5098,RBH,True
WP_011242769.1,WP_010996796.1,Synpcc7942_1092,all2640,RBH,True
WP_011244829.1,WP_010995119.1,Synpcc7942_1533,all0945,RBH,True
WP_011377609.1,WP_010998673.1,Synpcc7942_0524,all4540,RBH,True
WP_011377837.1,WP_010997527.1,Synpcc7942_1034,alr3376,RBH,True
WP_011378430.1,WP_010994694.1,Synpcc7942_2367,alr0518,RBH,True
WP_011242317.1,WP_044522246.1,Synpcc7942_1545,alr4601,RBH,True
WP_231621321.1,WP_010995707.1,Synpcc7942_1024,alr1538,RBH,True
WP_011244171.1,WP_010996900.1,Synpcc7942_2237,all2747,RBH,True
WP_011243935.1,WP_010995937.1,Synpcc7942_2479,all1769,RBH,True
WP_011243619.1,WP_010994937.1,Synpcc7942_0204,alr0763,RBH,True
WP_011378360.1,WP_231865481.1,Synpcc7942_2196,all3916,RBH,True
WP_011243994.1,WP_044521805.1,Synpcc7942_2422,alr3562,RBH,True
WP_011242320.1,WP_010999034.1,Synpcc7942_1549,alr4908,RBH,True
WP_011055172.1,WP_010994929.1,Synpcc7942_B2631,asr0755,RBH,True
WP_231621367.1,WP_010996901.1,Synpcc7942_0103,all2748,RBH,True
WP_155813855.1,WP_010995719.1,Synpcc7942_1350,alr1550,RBH,True
WP_011377659.1,WP_010993966.1,Synpcc7942_0643,asr7638,RBH,True
WP_011243146.1,WP_010994314.1,Synpcc7942_0696,asl0137,RBH,True
WP_011244163.1,WP_010998132.1,Synpcc7942_2245,asr3992,RBH,True
WP_011377870.1,WP_010997869.1,Synpcc7942_1120,asl3726,RBH,True
WP_011243310.1,WP_010998794.1,Synpcc7942_0523,all4663,RBH,True
WP_011377779.1,WP_010998170.1,Synpcc7942_0898,alr4030,RBH,True
WP_011244233.1,WP_010994773.1,Synpcc7942_2172,asl0597,RBH,True
WP_011243867.1,WP_010994874.1,Synpcc7942_2553,alr0699,RBH,True
WP_011055149.1,WP_010997373.1,Synpcc7942_B2637,alr3222,RBH,True
WP_011055145.1,WP_010994932.1,Synpcc7942_B2653,alr0758,RBH,True
WP_011244697.1,WP_010995023.1,Synpcc7942_1704,alr0849,RBH,True
WP_011243421.1,WP_044521771.1,Synpcc7942_0406,alr3445,RBH,True
WP_011377976.1,WP_010994539.1,Synpcc7942_1311,all0363,RBH,True
WP_011377976.1,WP_010994539.1,Synpcc7942_1311,alr1858,RBH,True
WP_011055129.1,WP_010996353.1,Synpcc7942_B2638,asl2195,RBH,True
WP_011243940.1,WP_010998027.1,Synpcc7942_2474,asr3886,RBH,True
WP_011244443.1,WP_010995199.1,Synpcc7942_1962,asr1025,RBH,True
WP_011244447.1,WP_044523605.1,Synpcc7942_1958,all7137,RBH,True
WP_011378167.1,WP_010997172.1,Synpcc7942_1745,all3021,RBH,True
WP_011244669.1,WP_010996646.1,Synpcc7942_1732,asl2490,RBH,True
WP_011377477.1,WP_044523218.1,Synpcc7942_0175,all3963,RBH,True
WP_011378134.1,WP_010998174.1,Synpcc7942_1664,asl4034,RBH,True
WP_011378383.1,WP_010994475.1,Synpcc7942_2267,all0298,RBH,True
