# category is assigned from the Anabaena side only (Kushige's own curated scheme; Ito publishes no equivalent) -- see notebook Sec 2.
locus_tag_7942,locus_tag_anabaena,gene_symbol_7942,gene_symbol_anabaena,annotation_7942,annotation_anabaena,category,amplitude_cv_7942,amplitude_cv_anabaena,amp_pct_7942,amp_pct_anabaena,cycling_7942,cycling_anabaena
Synpcc7942_2383,alr4957,ycf81,-,hypothetical protein,hypothetical protein,Hypothetical,0.062965189541907,0.25956786536477106,0.05009940357852883,0.21964017991004497,AR,b
Synpcc7942_0071,alr3012,degT,degT,pleiotropic regulatory protein homolog,pleiotropic regulatory protein,Translation,0.17469422814576024,0.2952779135864633,0.7888667992047713,0.3429535232383808,a,AR
Synpcc7942_2285,alr2764,gldA,-,glycerol dehydrogenase,glycerol dehydrogenase,Energy metabolism,0.10091900781495396,0.27601525487020034,0.29463220675944335,0.2752998500749625,a,AR
Synpcc7942_0203,all0082,ribD,ribD,riboflavin biosynthesis protein RibD,riboflavin biosynthesis protein,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.1677676988422097,0.42382033381536943,0.7677932405566601,0.7254497751124438,AR,AR
Synpcc7942_1758,all0355,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10132410474881903,0.2752196098919971,0.30019880715705766,0.27211394302848574,AR,AR
Synpcc7942_2446,all1019,map,-,methionine aminopeptidase,methionine aminopeptidase,Translation,0.10009691112957589,0.23414799566006966,0.2866799204771372,0.13624437781109444,AR,AR
Synpcc7942_2378,alr3858,ftsZ,ftsZ,cell division protein FtsZ,cell division protein,Cellular processes,0.07109582126006671,0.28070304827493275,0.08946322067594434,0.2927286356821589,AR,AR
Synpcc7942_1226,alr2744,,-,processing protease,processing protease,Translation,0.13421306433721095,0.29816939317195773,0.5840954274353877,0.35419790104947524,AR,AR
Synpcc7942_0001,alr2010,dnaN,dnaN,DNA polymerase III beta subunit,DNA polymerase III beta subunit,"DNA replication, recombination, and repair",0.1256963810173926,0.18394881136230387,0.5192842942345924,0.02586206896551724,AR,AR
Synpcc7942_0945,alr3097,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1556734510749585,0.24312777328842253,0.7121272365805169,0.16491754122938532,a,AR
Synpcc7942_1393,alr3350,,-,similar to histone deacetylase/AcuC/AphA family protein,histone deacetylase/AcuC/AphA family protein,Translation,0.11358038461761628,0.39874484490582435,0.4095427435387674,0.6626686656671664,AR,AR
Synpcc7942_0473,all1865,,-,similar to xenobiotic reductase,similar to xenobiotic reductase,Other categories,0.25314667104845506,0.2078301390399602,0.9057654075546719,0.06877811094452774,a,AR
Synpcc7942_2362,alr0096,sds,sds,solanesyl diphosphate synthase,solanesyl diphosphate synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.10496096067085407,0.32717719784541954,0.33280318091451294,0.45652173913043476,AR,AR
Synpcc7942_1586,all3587,,-,two-component sensor histidine kinase,two-component sensor histidine kinase,Regulatory functions,0.10993112244946933,0.25734560711848165,0.3769383697813121,0.21045727136431783,a,AR
Synpcc7942_0516,all1738,ctpB,-,carboxyl-terminal protease,carboxyl-terminal protease,Translation,0.09679129089601829,0.2134456447873711,0.26202783300198806,0.08077211394302848,AR,AR
Synpcc7942_2330,all3420,ctpA,-,carboxyl-terminal processing protease,carboxyl-terminal processing protease,Translation,0.12984673029640265,0.46470616959160593,0.5530815109343936,0.808095952023988,a,AR
Synpcc7942_0178,alr0190,,-,ABC-2 type transport system ATP-binding protein,ATP-binding protein of ABC transporter,Transport and binding proteins,0.18235404018324214,0.2851189529563188,0.8107355864811133,0.30865817091454273,AR,AR
Synpcc7942_1762,all4462,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09335874434203796,0.25205199835986103,0.23697813121272365,0.19171664167916042,AR,AR
Synpcc7942_1760,alr2355,ald,-,alanine dehydrogenase,alanine dehydrogenase,Energy metabolism,0.12024572614372771,0.22299103797368797,0.46520874751491054,0.1017616191904048,a,AR
Synpcc7942_1008,alr1623,purU,-,phosphoribosylglycinamide formyltransferase,formyltetrahydrofolate deformylase,"Purines, pyrimidines, nucleosides, and nucleotides",0.15749387592727096,0.2129916117550084,0.722465208747515,0.07927286356821589,AR,AR
Synpcc7942_1347,alr0058,ldhA,-,D-lactate dehydrogenase,D-lactate dehydrogenase,Energy metabolism,0.13688871484306372,0.3182680817050712,0.6035785288270378,0.4287856071964018,AR,AR
Synpcc7942_0376,all1940,pqqE,-,putative zinc protease protein,protease,Translation,0.2854453814849101,0.20620420123313643,0.9284294234592445,0.06428035982008995,b,AR
Synpcc7942_1595,alr5285,accA,accA,acetyl-CoA carboxylase alpha subunit,acetyl-CoA carboxylase alpha subunit,"Fatty acid, phospholipid and sterol metabolism",0.059216889112975006,0.22724678908685367,0.035387673956262425,0.11356821589205397,AR,AR
Synpcc7942_2595,all5096,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08809955576988335,0.2569645339906417,0.19443339960238568,0.2085832083958021,AR,AR
Synpcc7942_0087,all3418,,-,hypothetical protein,hypothetical protein,Hypothetical,0.18024694123029078,0.2716326849234307,0.8043737574552684,0.25955772113943026,AR,AR
Synpcc7942_2524,alr3681,tig,-,trigger factor  FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),trigger factor,Cellular processes,0.14094706786727654,0.365113972984733,0.6302186878727635,0.5725262368815592,AR,AR
Synpcc7942_0292,all3111,dfp,-,pantothenate metabolism flavoprotein,pantothenate metabolism flavoprotein,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.12877952337106932,0.24282700680684216,0.5455268389662028,0.1634182908545727,a,AR
Synpcc7942_0707,all4887,"cad, ldcC",-,lysine decarboxylase,lysine decarboxylase,Energy metabolism,0.19210061589242985,0.2521240762053246,0.8357852882703777,0.19209145427286356,AR,AR
Synpcc7942_1453,all3822,,ycf27,two-component response regulator for energy transfer from phycobilisomes to photosystems  (OmpR subfamily),two-component response regulator,Regulatory functions,0.03973175437100611,0.31066225779441925,0.0015904572564612327,0.39917541229385306,AR,AR
Synpcc7942_1104,alr0653,ftsW,-,cell division protein FtsW,similar to rod shape-determining protein,Cell envelope,0.12571977762725625,0.23837478099037696,0.5200795228628231,0.14992503748125938,a,AR
Synpcc7942_2333,all4018,opcA,opcA,putative OxPPCycle protein OpcA,putative OxPPCycle protein OpcA,Energy metabolism,0.7889842891547926,0.18575988787139505,0.9936381709741551,0.029047976011994003,b,AR
Synpcc7942_1455,alr0239,fabH,-,3-oxoacyl-[acyl-carrier-protein] synthase III,beta-ketoacyl-acyl carrier protein synthase III,"Fatty acid, phospholipid and sterol metabolism",0.12074202556511449,0.2868975034750459,0.47077534791252484,0.3148425787106447,AR,AR
Synpcc7942_1956,all2364,accD,accD,acetyl-CoA carboxylase beta subunit,acetyl-CoA carboxylase beta subunit,"Fatty acid, phospholipid and sterol metabolism",0.06477812124710534,0.19007507892158013,0.0584493041749503,0.03429535232383808,AR,AR
Synpcc7942_0440,all0988,nagA,-,N-acetylglucosamine-6-phosphate deacetylase,N-acetyl-glucosamine-6-phosphate deacetylase,Amino acid biosynthesis,0.10181776195198258,0.2902096255016245,0.3053677932405567,0.3240254872563718,AR,AR
Synpcc7942_1496,alr1245,argB,argB,N-acetylglutamate kinase,N-acetylglutamate kinase,"Fatty acid, phospholipid and sterol metabolism",0.1771290749610338,0.2220129412929098,0.7972166998011928,0.09988755622188905,AR,AR
Synpcc7942_0095,all0129,"rre31, crr31, rpaA","rre31, crr31, rpaA",two-component response regulator (OmpR subfamily),two-component response regulator (OmpR subfamily),Regulatory functions,0.19229830343229712,0.27377415704736946,0.836182902584493,0.26874062968515744,a,AR
Synpcc7942_0302,all3087,,-,"hypothetical protein, DNA uptake protein and related DNA-binding proteins",hypothetical protein,Hypothetical,0.6322794569992666,0.29914315449825574,0.9864811133200795,0.358695652173913,a,AR
Synpcc7942_2304,all4751,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1131710848015377,0.3209727827081765,0.40357852882703776,0.4379685157421289,AR,AR
Synpcc7942_1788,all2430,,-,hypothetical protein,hypothetical protein,Hypothetical,0.20800055113325755,0.25247385823743473,0.8660039761431412,0.19302848575712145,AR,AR
Synpcc7942_2576,alr2114,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11503573763767774,0.1836871442363823,0.42226640159045725,0.025487256371814093,a,AR
Synpcc7942_1986,alr5125,pqqL,-,processing protease  possible Zn-dependent peptidase,processing protease,Translation,0.0922644851512381,0.30754956892960006,0.23021868787276342,0.387743628185907,AR,AR
Synpcc7942_0166,alr4171,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09796400669607037,0.20515239832274143,0.27077534791252483,0.06259370314842579,AR,AR
Synpcc7942_1309,all0783,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13956583399797765,0.3485222955357966,0.6202783300198808,0.5236131934032984,AR,AR
Synpcc7942_1454,alr0238,plsX,plsX,fatty acid/phospholipid synthesis protein PlsX,fatty acid/phospholipid synthesis protein,"Fatty acid, phospholipid and sterol metabolism",0.11127652760927774,0.2585381284374472,0.38767395626242546,0.21626686656671665,a,AR
Synpcc7942_0445,alr1556,oppC,-,probable oligopeptides ABC transporter permease protein,permease protein of ABC transporter,Transport and binding proteins,0.09191372034914423,0.4183378949718917,0.22624254473161035,0.712143928035982,AR,AR
Synpcc7942_0644,all1688,cikA,-,two-component sensor kinase,two-component sensor histidine kinase,Regulatory functions,0.41977960877447373,0.31144920062011916,0.9646123260437376,0.4025487256371814,b,AR
Synpcc7942_0672,alr3810,"rpoD3, sigD",sigD,group2 RNA polymerase sigma factor RpoD3,RNA polymerase group 2 sigma subunit,Transcription,0.2154846497586337,0.33640254106375567,0.8763419483101391,0.4848200899550225,AR,AR
Synpcc7942_1841,all0036,murF,murF,UDP-N-acetylmuramoylalanyl-D-glutamyl-2 6-diaminopimelate--D-alanyl-D-alanine ligase,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanine ligase",Cell envelope,0.10998980774082906,0.2250275813094305,0.37733598409542746,0.1075712143928036,AR,AR
Synpcc7942_1491,alr0611,cmpD,nrtD,ABC-type bicarbonate transport system ATP-binding protein,ABC-type nitrate/nitrite transport system ATP-binding protein,Amino acid biosynthesis,0.11881072397799049,0.30008662384297824,0.45288270377733597,0.36094452773613195,AR,a
Synpcc7942_0923,alr4054,,-,5'-methylthioadenosine phosphorylase,5'-methylthioadenosine phosphorylase,Other categories,0.10693072628947485,0.1792666247067752,0.3510934393638171,0.020614692653673165,a,AR
Synpcc7942_2382,all4956,hemN,hemN,oxygen independent coprophorphyrinogen III oxidase,coproporphyrinogen III oxidase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.2640365059099258,0.2829363699326995,0.9180914512922466,0.30266116941529236,AR,AR
Synpcc7942_0320,all4713,"galE, galD",-,UDP-glucose 4-epimerase,UDP-glucose 4-epimerase,Energy metabolism,0.16572339306058825,0.24696038325117906,0.7594433399602386,0.17672413793103448,AR,AR
Synpcc7942_2351,all0200,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10469614465234939,0.3605998879099977,0.3304174950298211,0.5577211394302849,AR,AR
Synpcc7942_1746,alr3800,"rpoD2, sigB",sigB2,group2 RNA polymerase sigma factor RpoD2,RNA polymerase group 2 sigma subunit,Transcription,0.12391366325417037,0.34164231823404295,0.49940357852882705,0.5022488755622189,AR,AR
Synpcc7942_0576,all3519,thiG,thiG,thiamine biosynthesis protein ThiG,thiamin biosynthesis protein,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.10147741864100494,0.20275593175860956,0.3025844930417495,0.05847076461769116,a,AR
Synpcc7942_0969,alr1362,,-,carboxymethylenebutenolidase,putative carboxymethylenebutenolidase,Other categories,0.13239587217466417,0.2582680611306318,0.5725646123260437,0.2151424287856072,a,AR
Synpcc7942_0198,alr5211,ndbC,-,type 2 NADH dehydrogenase,probable NADH dehydrogenase,Photosynthesis and respiration,0.5816118795842027,0.5709024549430579,0.9813121272365806,0.9151049475262368,b,AR
Synpcc7942_1080,all1802,,-,V-type sodium ATP synthase subunit J homolog,probable Na+-transporting ATP synthase,Transport and binding proteins,0.17204100830308997,0.29580201951475105,0.7789264413518887,0.344640179910045,a,AR
Synpcc7942_0985,alr4176,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07420382063736378,0.13918484022044555,0.10337972166998012,0.0022488755622188904,AR,AR
Synpcc7942_0932,alr2274,lpxB,lpxB,lipid A disaccharide synthase,lipid A disaccharide synthase,"Fatty acid, phospholipid and sterol metabolism",0.09457829830072079,0.2640660168731254,0.24453280318091453,0.23294602698650674,AR,AR
Synpcc7942_1729,all4242,kdpD,-,potassium-transporting ATPase D chain,potassium-dependent ATPase subunit D',Transport and binding proteins,0.17830950955800878,0.29477629419669443,0.7996023856858847,0.3403298350824588,a,AR
Synpcc7942_1929,alr3088,nifS,nifS,cysteine desulfurase,class-V aminotransferase,Central intermediary metabolism,0.06803808629965688,0.30717284173000703,0.07435387673956262,0.38643178410794604,AR,AR
Synpcc7942_2067,all4556,,-,"hypothetical protein, predicted flavoprotein",hypothetical protein,Hypothetical,0.13230084310837725,0.27784208407837885,0.5717693836978132,0.2827961019490255,AR,AR
Synpcc7942_0826,all3378,,-,hypothetical protein,hypothetical protein,Hypothetical,0.2037053583877851,0.18939115926655498,0.8604373757455268,0.03335832083958021,a,AR
Synpcc7942_1775,alr1956,,-,phosphate starvation-induced protein,phosphate starvation-inducible protein,Other categories,0.1271838880569807,0.1943931968807105,0.5351888667992047,0.04122938530734633,AR,AR
Synpcc7942_0024,all2413,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11642518051367245,0.3222877723840351,0.43339960238568587,0.441904047976012,AR,AR
Synpcc7942_2229,all4212,rpl2,rpl2,50S ribosomal protein L2,50S ribosomal protein L2,Translation,0.12388864527517221,0.6092726820995206,0.49860834990059644,0.9342203898050975,AR,AR
Synpcc7942_1984,alr1833,pys,pys,phytoene synthase,phytoene synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.09932794482331068,0.2874377725093468,0.2791252485089463,0.31615442278860567,AR,c
Synpcc7942_2513,all1221,btpA,btpA,photosystem I biogenesis protein BtpA,biogenesis of thylakoid protein A,Photosynthesis and respiration,0.10519427403281592,0.18362554563352446,0.3363817097415507,0.025299850074962518,a,AR
Synpcc7942_1231,all2452,petA,petA,apocytochrome f  component of cytochrome b6/f complex,apocytochrome f,Photosynthesis and respiration,0.14392732220667606,0.3888153466173922,0.6497017892644135,0.6379310344827587,a,AR
Synpcc7942_0959,alr3739,,-,GTP-binding protein,GTP-binding protein,Regulatory functions,0.14782734397192937,0.1686941653751048,0.673558648111332,0.011431784107946028,AR,AR
Synpcc7942_1374,all4080,rluA,-,ribosomal large subunit pseudouridine synthase D,ribosomal large chain pseudouridine synthase A,Transcription,0.0786700351952937,0.2579124786164443,0.1308151093439364,0.2130809595202399,AR,AR
Synpcc7942_0255,all2461,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16185067027097977,0.35714611706884636,0.7435387673956262,0.5491004497751124,a,AR
Synpcc7942_0160,alr0912,era,-,GTP-binding protein ERA homolog,GTP-binding protein,Regulatory functions,0.33445820686875355,0.2553583282375379,0.947117296222664,0.20333583208395803,a,AR
Synpcc7942_1507,alr1282,lipA,-,lipoic acid synthetase,lipoic acid synthetase,"Fatty acid, phospholipid and sterol metabolism",0.0973871648952849,0.166333196479701,0.26560636182902586,0.008808095952023988,AR,AR
Synpcc7942_2308,all4609,gcvT,-,aminomethyltransferase,glycine cleavage system protein T,"Purines, pyrimidines, nucleosides, and nucleotides",0.3945244890803906,0.2891864237316865,0.9606361829025845,0.3219640179910045,b,AR
Synpcc7942_2358,alr2001,,-,nitrilase homolog,nitrilase homolog,Central intermediary metabolism,0.12099971202453455,0.21823626596349116,0.4731610337972167,0.09051724137931035,a,c
Synpcc7942_0585,alr2758,,-,protease,serine proteinase,Translation,0.1958159901032319,0.28718645054757164,0.8433399602385686,0.3154047976011994,a,AR
Synpcc7942_1202,alr4346,,-,"hypothetical protein, similar to glycosyltransferase of PMT family",hypothetical protein,Hypothetical,0.13593389073221276,0.3636146362580759,0.5968190854870775,0.5676536731634183,a,AR
Synpcc7942_0480,alr1308,,-,two-component hybrid sensor and regulator,two-component sensor histidine kinase,Regulatory functions,0.4027175708918134,0.6274985368503672,0.962624254473161,0.9420914542728636,a,AR
Synpcc7942_1310,all0862,"cmpR, ndhR",ndhR,putative ndhF3 operon transcriptional regulator,"transcriptional regulator, LysR family",Regulatory functions,0.10731286705098825,0.25395459376737556,0.35427435387673956,0.19827586206896552,a,AR
Synpcc7942_2209,all4191,rpoA,rpoA,RNA polymerase alpha subunit,RNA polymerase alpha subunit,Transcription,0.08305004058698018,0.3228854869858654,0.1602385685884692,0.44377811094452774,AR,AR
Synpcc7942_0822,alr0141,"appB, dppB",-,permease protein of oligopeptide ABC,permease protein of oligopeptide ABC transporter,Transport and binding proteins,0.11045436951390998,0.3475646096513453,0.3809145129224652,0.521551724137931,a,AR
Synpcc7942_2425,all4752,ycf39,-,chaperon-like protein for quinone binding in photosystem II,hypothetical protein,Hypothetical,0.18848464131089984,0.31582299166844807,0.8266401590457256,0.4205397301349325,a,AR
Synpcc7942_1299,alr3725,,-,hypothetical protein,hypothetical protein,Hypothetical,0.2115415540834298,0.20192581968840748,0.8711729622266402,0.05547226386806597,a,AR
Synpcc7942_0357,all5073,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08486539676626866,0.3090759807862311,0.1709741550695825,0.3933658170914543,AR,AR
